latitude,longitude,brightness,scan,track,eruption_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,label
19.4156,-155.4116,308.7,1.0,1.0,2003-02-24,837,Terra,MODIS,71,6.2,283.8,10.5,N,0,2003,1
19.4142,-155.421,320.6,1.0,1.0,2003-02-24,837,Terra,MODIS,100,6.2,284.8,20.9,N,0,2003,1
19.4245,-155.413,315.9,1.0,1.0,2003-02-24,837,Terra,MODIS,86,6.2,286.4,15.9,N,0,2003,1
19.4231,-155.4224,345.6,1.0,1.0,2003-02-24,837,Terra,MODIS,100,6.2,290.3,56.5,N,0,2003,1
19.4218,-155.4319,348.9,1.0,1.0,2003-02-24,837,Terra,MODIS,100,6.2,288.0,63.4,N,0,2003,1
19.4321,-155.4238,314.5,1.0,1.0,2003-02-24,837,Terra,MODIS,89,6.2,284.3,15.0,N,0,2003,1
19.4309,-155.4144,372.8,1.4,1.2,2003-02-24,2048,Terra,MODIS,100,6.2,305.1,189.1,D,0,2003,1
19.4221,-155.4287,355.5,1.4,1.2,2003-02-24,2048,Terra,MODIS,98,6.2,306.7,109.7,D,0,2003,1
19.4206,-155.4163,333.7,1.4,1.2,2003-02-24,2048,Terra,MODIS,86,6.2,306.3,41.9,D,0,2003,1
19.419,-155.4037,324.7,1.4,1.2,2003-02-24,2048,Terra,MODIS,78,6.2,301.3,24.4,D,0,2003,1
19.4134,-155.4039,322.5,1.1,1.1,2003-02-24,2351,Aqua,MODIS,38,6.2,305.9,11.9,D,0,2003,1
19.4106,-155.4257,331.1,1.1,1.1,2003-02-24,2351,Aqua,MODIS,68,6.2,306.1,25.3,D,0,2003,1
19.4229,-155.4055,331.7,1.1,1.1,2003-02-24,2351,Aqua,MODIS,66,6.2,306.0,21.9,D,0,2003,1
19.4214,-155.4164,362.8,1.1,1.1,2003-02-24,2351,Aqua,MODIS,100,6.2,313.1,98.5,D,0,2003,1
19.42,-155.4274,327.7,1.1,1.1,2003-02-24,2351,Aqua,MODIS,36,6.2,303.0,18.5,D,0,2003,1
19.4308,-155.4181,402.3,1.1,1.1,2003-02-24,2351,Aqua,MODIS,100,6.2,319.5,306.8,D,0,2003,1
19.4294,-155.4292,352.8,1.1,1.1,2003-02-24,2351,Aqua,MODIS,96,6.2,313.2,68.5,D,0,2003,1
19.4402,-155.42,354.5,1.1,1.1,2003-02-24,2351,Aqua,MODIS,97,6.2,307.7,72.1,D,0,2003,1
19.4388,-155.431,340.7,1.1,1.1,2003-02-24,2351,Aqua,MODIS,90,6.2,300.0,39.9,D,0,2003,1
19.4313,-155.4188,325.5,4.0,1.9,2003-03-20,2301,Aqua,MODIS,70,6.2,304.2,130.3,D,0,2003,1
19.4247,-155.4507,336.4,4.0,1.9,2003-03-20,2301,Aqua,MODIS,88,6.2,299.8,235.3,D,0,2003,1
19.4379,-155.4375,345.8,1.0,1.0,2003-03-21,2344,Aqua,MODIS,92,6.2,317.2,36.1,D,0,2003,1
19.4349,-155.4337,325.8,1.7,1.3,2003-03-22,2124,Terra,MODIS,79,6.2,311.4,29.5,D,0,2003,1
19.4175,-155.263,310.4,1.8,1.3,2006-10-08,2123,Terra,MODIS,0,6.2,291.5,18.2,D,0,2006,1
19.4028,-155.2812,325.3,1.1,1.1,2008-04-21,2335,Aqua,MODIS,71,6.2,309.7,14.2,D,0,2008,1
19.4033,-155.2803,300.0,1.0,1.0,2008-04-27,1205,Aqua,MODIS,6,6.2,285.9,6.2,N,0,2008,1
19.4056,-155.2773,320.9,2.3,1.5,2008-04-27,2130,Terra,MODIS,48,6.2,304.7,42.6,D,0,2008,1
19.407,-155.2723,310.2,1.1,1.1,2008-05-08,2112,Terra,MODIS,17,6.2,296.8,7.5,D,0,2008,1
19.4088,-155.2829,314.4,1.1,1.1,2008-05-08,2112,Terra,MODIS,59,6.2,298.4,10.5,D,0,2008,1
19.4013,-155.2844,307.7,1.0,1.0,2008-05-19,842,Terra,MODIS,72,6.2,287.8,10.2,N,0,2008,1
19.4046,-155.2801,300.6,1.0,1.0,2008-05-28,836,Terra,MODIS,30,6.2,288.0,5.9,N,0,2008,1
19.4097,-155.2793,301.6,1.4,1.2,2008-08-06,1224,Aqua,MODIS,43,6.2,283.7,11.1,N,0,2008,1
19.4031,-155.2816,332.2,1.1,1.1,2008-08-07,2053,Terra,MODIS,81,6.2,304.3,24.8,D,0,2008,1
19.4093,-155.2789,303.9,1.1,1.1,2008-08-10,1200,Aqua,MODIS,57,6.2,288.2,8.9,N,0,2008,1
19.4051,-155.2766,303.7,1.1,1.1,2008-08-15,1218,Aqua,MODIS,57,6.2,288.3,9.1,N,0,2008,1
19.4032,-155.2816,306.3,1.0,1.0,2008-08-16,836,Terra,MODIS,68,6.2,289.5,8.6,N,0,2008,1
19.4013,-155.2816,304.8,1.0,1.0,2008-08-23,843,Terra,MODIS,62,6.2,287.2,8.6,N,0,2008,1
19.4042,-155.2774,301.0,1.1,1.1,2008-08-31,1219,Aqua,MODIS,36,6.2,287.4,7.9,N,0,2008,1
19.4084,-155.2831,301.5,1.0,1.0,2008-09-01,836,Terra,MODIS,42,6.2,287.1,6.1,N,0,2008,1
19.4215,-155.2736,313.1,3.9,1.8,2009-08-18,2142,Terra,MODIS,20,6.2,296.2,68.1,D,0,2009,1
19.4067,-155.2793,321.8,1.0,1.0,2010-01-18,1214,Aqua,MODIS,100,6.2,285.3,23.4,N,0,2010,1
19.4032,-155.2841,300.8,1.1,1.1,2010-04-25,830,Terra,MODIS,34,6.2,286.6,7.3,N,0,2010,1
19.4037,-155.2809,300.2,1.1,1.1,2010-04-26,1201,Aqua,MODIS,21,6.2,284.2,7.6,N,2,2010,1
19.4065,-155.2837,301.9,1.0,1.0,2010-05-18,836,Terra,MODIS,46,6.2,286.4,7.1,N,0,2010,1
19.4078,-155.2781,300.5,1.0,1.0,2010-05-19,1207,Aqua,MODIS,29,6.2,286.9,6.3,N,0,2010,1
19.4055,-155.2829,308.8,1.0,1.0,2010-05-25,842,Terra,MODIS,75,6.2,287.3,10.9,N,0,2010,1
19.4043,-155.276,324.0,1.1,1.1,2010-05-25,2053,Terra,MODIS,46,6.2,309.7,12.3,D,0,2010,1
19.4082,-155.2845,300.9,1.1,1.1,2010-05-27,830,Terra,MODIS,36,6.2,286.5,7.5,N,0,2010,1
19.4045,-155.282,300.1,1.4,1.2,2010-06-06,1154,Aqua,MODIS,18,6.2,286.8,9.0,N,0,2010,1
19.4062,-155.2846,316.4,1.1,1.1,2010-06-12,830,Terra,MODIS,93,6.2,287.3,19.9,N,0,2010,1
19.4008,-155.2855,300.2,1.0,1.0,2010-06-19,836,Terra,MODIS,22,6.2,286.4,5.8,N,0,2010,1
19.411,-155.2764,306.0,1.1,1.1,2010-06-29,1200,Aqua,MODIS,66,6.2,286.2,11.1,N,2,2010,1
19.4054,-155.281,303.5,1.0,1.0,2010-07-05,836,Terra,MODIS,55,6.2,286.0,7.6,N,0,2010,1
19.406,-155.2786,306.0,1.0,1.0,2010-07-06,1206,Aqua,MODIS,66,6.2,285.8,9.8,N,0,2010,1
19.3989,-155.2819,338.1,1.0,1.0,2010-07-07,2343,Aqua,MODIS,87,6.2,312.7,24.0,D,0,2010,1
19.4049,-155.2742,305.3,1.4,1.2,2010-07-08,1154,Aqua,MODIS,64,6.2,285.7,14.2,N,2,2010,1
19.4105,-155.2772,307.7,1.1,1.1,2010-07-15,1200,Aqua,MODIS,72,6.2,286.1,12.7,N,2,2010,1
19.4007,-155.2856,327.4,1.0,1.0,2010-07-23,2342,Aqua,MODIS,63,6.2,306.0,8.9,D,0,2010,1
19.4037,-155.2747,317.5,1.4,1.2,2010-07-24,1153,Aqua,MODIS,93,6.2,287.5,27.0,N,2,2010,1
19.4108,-155.2801,316.6,1.4,1.2,2010-07-24,1153,Aqua,MODIS,93,6.2,288.0,26.0,N,2,2010,1
19.4092,-155.2672,300.8,1.4,1.2,2010-07-24,1153,Aqua,MODIS,34,6.2,286.9,8.6,N,0,2010,1
19.4071,-155.2828,310.2,1.0,1.0,2010-07-28,842,Terra,MODIS,79,6.2,287.8,12.1,N,0,2010,1
19.4088,-155.2794,326.0,1.0,1.0,2010-08-04,2059,Terra,MODIS,67,6.2,311.0,9.3,D,0,2010,1
19.4068,-155.2822,311.3,1.0,1.0,2010-08-06,836,Terra,MODIS,82,6.2,288.5,12.6,N,0,2010,1
19.4085,-155.2769,302.8,1.0,1.0,2010-08-07,1206,Aqua,MODIS,52,6.2,287.6,6.8,N,2,2010,1
19.4013,-155.2792,327.4,1.1,1.1,2010-08-13,2053,Terra,MODIS,49,6.2,312.9,9.9,D,2,2010,1
19.4058,-155.2785,310.6,1.1,1.1,2010-08-16,1159,Aqua,MODIS,71,6.2,287.3,14.5,N,0,2010,1
19.4029,-155.2824,325.1,1.1,1.1,2010-08-29,2053,Terra,MODIS,57,6.2,308.6,10.6,D,0,2010,1
19.4024,-155.2776,302.9,1.1,1.1,2010-08-31,830,Terra,MODIS,52,6.2,287.6,8.5,N,2,2010,1
19.4057,-155.2777,331.8,1.1,1.1,2010-09-01,1159,Aqua,MODIS,100,6.2,287.6,40.3,N,0,2010,1
19.4012,-155.2812,327.1,1.0,1.0,2010-09-05,2059,Terra,MODIS,64,6.2,311.1,10.5,D,0,2010,1
19.3995,-155.2809,328.1,1.4,1.2,2010-09-07,2047,Terra,MODIS,50,6.2,306.1,23.0,D,0,2010,1
19.4057,-155.2825,323.0,1.1,1.1,2010-09-14,2053,Terra,MODIS,38,6.2,301.9,13.8,D,0,2010,1
19.4045,-155.2823,307.7,1.1,1.1,2010-09-16,830,Terra,MODIS,72,6.2,287.2,11.8,N,0,2010,1
19.4076,-155.2741,322.6,1.0,1.0,2010-09-24,1205,Aqua,MODIS,100,6.2,286.8,23.2,N,2,2010,1
19.4089,-155.2836,314.4,1.0,1.0,2010-09-24,1205,Aqua,MODIS,89,6.2,286.1,15.6,N,0,2010,1
19.4068,-155.2793,303.0,1.0,1.0,2010-10-01,1211,Aqua,MODIS,53,6.2,286.9,7.8,N,0,2010,1
19.4068,-155.2782,313.6,1.1,1.1,2010-10-03,1159,Aqua,MODIS,87,6.2,287.6,17.2,N,0,2010,1
19.4095,-155.2816,302.9,1.1,1.1,2010-10-07,848,Terra,MODIS,52,6.2,285.4,9.3,N,0,2010,1
19.4079,-155.2829,316.9,1.0,1.0,2010-10-09,836,Terra,MODIS,94,6.2,287.4,17.4,N,0,2010,1
19.4084,-155.2749,300.9,1.0,1.0,2010-10-10,1205,Aqua,MODIS,35,6.2,284.2,6.5,N,2,2010,1
19.4106,-155.282,300.3,1.4,1.2,2010-10-12,1153,Aqua,MODIS,24,6.2,284.4,10.8,N,0,2010,1
19.4069,-155.2809,306.9,1.0,1.0,2010-10-16,842,Terra,MODIS,69,6.2,285.4,10.1,N,0,2010,1
19.4098,-155.2785,308.4,1.0,1.0,2010-10-17,1211,Aqua,MODIS,74,6.2,286.9,11.4,N,2,2010,1
19.41,-155.2741,302.1,1.1,1.1,2010-10-18,830,Terra,MODIS,46,6.2,285.9,7.8,N,2,2010,1
19.4084,-155.2847,322.7,1.1,1.1,2010-10-18,830,Terra,MODIS,100,6.2,287.0,27.0,N,0,2010,1
19.4048,-155.2782,307.1,1.1,1.1,2010-10-19,1159,Aqua,MODIS,70,6.2,286.9,11.9,N,0,2010,1
19.4094,-155.2795,314.5,1.0,1.0,2010-10-25,836,Terra,MODIS,85,6.2,285.1,15.3,N,0,2010,1
19.402,-155.2811,302.8,1.0,1.0,2010-11-01,842,Terra,MODIS,51,6.2,287.3,7.4,N,0,2010,1
19.4016,-155.2803,315.1,1.1,1.1,2010-11-01,2053,Terra,MODIS,50,6.2,291.2,12.7,D,2,2010,1
19.406,-155.2801,316.7,1.1,1.1,2010-11-03,830,Terra,MODIS,94,6.2,286.1,20.5,N,0,2010,1
19.4081,-155.279,329.5,1.1,1.1,2010-11-04,1159,Aqua,MODIS,100,6.2,288.4,35.8,N,0,2010,1
19.4067,-155.2683,302.9,1.1,1.1,2010-11-04,1159,Aqua,MODIS,52,6.2,287.4,8.0,N,2,2010,1
19.4084,-155.2865,318.4,1.0,1.0,2010-11-10,836,Terra,MODIS,97,6.2,285.6,18.8,N,0,2010,1
19.4098,-155.277,312.1,1.0,1.0,2010-11-10,836,Terra,MODIS,84,6.2,284.7,13.5,N,2,2010,1
19.407,-155.2798,307.3,1.0,1.0,2010-11-11,1205,Aqua,MODIS,71,6.2,286.3,10.4,N,0,2010,1
19.4076,-155.2832,300.6,1.1,1.1,2010-11-24,848,Terra,MODIS,28,6.2,285.5,8.3,N,0,2010,1
19.4036,-155.2805,348.7,1.0,1.0,2010-11-24,2059,Terra,MODIS,95,6.2,302.7,54.2,D,2,2010,1
19.4025,-155.2796,312.8,1.0,1.0,2010-11-26,836,Terra,MODIS,86,6.2,286.0,14.1,N,2,2010,1
19.4081,-155.2798,319.5,1.4,1.2,2010-11-26,2047,Terra,MODIS,71,6.2,297.2,21.9,D,0,2010,1
19.4045,-155.2733,314.0,1.0,1.0,2010-11-27,1205,Aqua,MODIS,88,6.2,285.0,15.7,N,2,2010,1
19.4059,-155.2828,316.1,1.0,1.0,2010-11-27,1205,Aqua,MODIS,92,6.2,284.8,17.5,N,0,2010,1
19.4016,-155.2809,306.8,1.1,1.1,2010-12-05,830,Terra,MODIS,69,6.2,281.6,12.4,N,0,2010,1
19.4114,-155.2807,327.4,1.1,1.1,2010-12-06,1159,Aqua,MODIS,100,6.2,285.3,34.1,N,2,2010,1
19.4099,-155.2702,318.6,1.1,1.1,2010-12-06,1159,Aqua,MODIS,97,6.2,284.2,23.0,N,0,2010,1
19.4046,-155.281,317.1,1.0,1.0,2010-12-12,836,Terra,MODIS,94,6.2,287.0,17.9,N,0,2010,1
19.4042,-155.2748,315.4,1.4,1.2,2010-12-12,2047,Terra,MODIS,35,6.2,297.3,13.4,D,0,2010,1
19.4071,-155.2783,306.9,1.0,1.0,2010-12-13,1205,Aqua,MODIS,70,6.2,287.5,10.2,N,0,2010,1
19.4098,-155.2849,303.7,1.4,1.2,2010-12-14,824,Terra,MODIS,56,6.2,286.2,12.0,N,0,2010,1
19.412,-155.2773,314.6,1.4,1.2,2010-12-15,1153,Aqua,MODIS,90,6.2,285.5,24.7,N,2,2010,1
19.4016,-155.2756,302.9,1.4,1.2,2010-12-30,823,Terra,MODIS,52,6.2,286.1,11.1,N,2,2010,1
19.4071,-155.2702,301.5,1.4,1.2,2010-12-31,1153,Aqua,MODIS,42,6.2,286.0,10.7,N,2,2010,1
19.4087,-155.2831,300.3,1.4,1.2,2010-12-31,1153,Aqua,MODIS,25,6.2,285.5,9.9,N,0,2010,1
19.4084,-155.2849,316.0,1.0,1.0,2011-01-04,842,Terra,MODIS,92,6.2,285.0,17.5,N,2,2011,1
19.4044,-155.2765,320.6,1.1,1.1,2011-01-04,2053,Terra,MODIS,77,6.2,294.0,18.0,D,2,2011,1
19.4058,-155.2871,318.1,1.1,1.1,2011-01-04,2053,Terra,MODIS,75,6.2,297.8,14.0,D,0,2011,1
19.4042,-155.2792,322.1,1.0,1.0,2011-01-05,1211,Aqua,MODIS,100,6.2,283.8,23.8,N,2,2011,1
19.4027,-155.2852,327.2,1.0,1.0,2011-01-06,2348,Aqua,MODIS,80,6.2,298.1,20.3,D,2,2011,1
19.4065,-155.2812,327.3,1.1,1.1,2011-01-08,2336,Aqua,MODIS,0,6.2,290.3,26.9,D,2,2011,1
19.4008,-155.285,319.5,1.0,1.0,2011-01-11,2059,Terra,MODIS,50,6.2,291.6,14.4,D,2,2011,1
19.3994,-155.2755,318.2,1.0,1.0,2011-01-11,2059,Terra,MODIS,52,6.2,296.5,13.4,D,2,2011,1
19.4034,-155.2738,308.0,1.4,1.2,2011-01-16,1153,Aqua,MODIS,73,6.2,284.8,17.3,N,2,2011,1
19.4001,-155.2905,316.2,1.4,1.2,2011-01-17,2330,Aqua,MODIS,41,6.2,298.7,11.6,D,0,2011,1
19.4022,-155.278,319.7,1.4,1.2,2011-01-17,2330,Aqua,MODIS,60,6.2,300.3,17.6,D,2,2011,1
19.4069,-155.2782,323.6,1.0,1.0,2011-01-20,842,Terra,MODIS,100,6.2,283.8,24.7,N,2,2011,1
19.4055,-155.2877,317.7,1.0,1.0,2011-01-20,842,Terra,MODIS,96,6.2,282.9,19.0,N,0,2011,1
19.4089,-155.2781,339.1,1.0,1.0,2011-01-21,1211,Aqua,MODIS,100,6.2,287.2,46.2,N,2,2011,1
19.3986,-155.2848,322.4,1.0,1.0,2011-01-22,2348,Aqua,MODIS,75,6.2,293.2,14.4,D,2,2011,1
19.4099,-155.2789,312.4,1.2,1.1,2011-01-28,1218,Aqua,MODIS,85,6.2,285.5,17.3,N,2,2011,1
19.4048,-155.2828,325.6,1.0,1.0,2011-01-29,836,Terra,MODIS,100,6.2,285.6,27.7,N,2,2011,1
19.4076,-155.2782,321.7,1.4,1.2,2011-02-02,2330,Aqua,MODIS,35,6.2,305.6,19.8,D,2,2011,1
19.4006,-155.2888,300.7,1.4,1.2,2011-02-03,854,Terra,MODIS,32,6.2,283.4,10.8,N,0,2011,1
19.4022,-155.2757,301.6,1.4,1.2,2011-02-03,854,Terra,MODIS,43,6.2,283.9,11.6,N,2,2011,1
19.4055,-155.2727,310.1,1.4,1.2,2011-02-04,1224,Aqua,MODIS,79,6.2,284.3,21.1,N,2,2011,1
19.4077,-155.2859,302.0,1.4,1.2,2011-02-04,1224,Aqua,MODIS,46,6.2,282.8,12.9,N,2,2011,1
19.4047,-155.2762,322.2,1.1,1.1,2011-02-05,2053,Terra,MODIS,71,6.2,294.3,19.6,D,2,2011,1
19.4048,-155.273,351.6,1.0,1.0,2011-02-06,1212,Aqua,MODIS,100,6.2,287.9,70.7,N,2,2011,1
19.4062,-155.2826,359.1,1.0,1.0,2011-02-06,1212,Aqua,MODIS,100,6.2,287.7,89.4,N,2,2011,1
19.4068,-155.2792,334.8,1.1,1.1,2011-02-07,830,Terra,MODIS,100,6.2,287.1,46.0,N,2,2011,1
19.4052,-155.2897,314.0,1.1,1.1,2011-02-07,830,Terra,MODIS,88,6.2,284.3,18.3,N,0,2011,1
19.4052,-155.2744,347.0,1.1,1.1,2011-02-08,1159,Aqua,MODIS,100,6.2,287.0,69.2,N,2,2011,1
19.4066,-155.2849,324.4,1.1,1.1,2011-02-08,1159,Aqua,MODIS,100,6.2,284.6,29.4,N,2,2011,1
19.4003,-155.2771,315.8,1.8,1.3,2011-02-09,817,Terra,MODIS,89,6.2,283.1,38.6,N,2,2011,1
19.4118,-155.2795,307.9,1.8,1.3,2011-02-09,817,Terra,MODIS,57,6.2,283.7,25.3,N,2,2011,1
19.4077,-155.2747,321.8,1.8,1.3,2011-02-10,900,Terra,MODIS,100,6.2,283.9,54.5,N,2,2011,1
19.4058,-155.2917,320.2,1.8,1.3,2011-02-10,900,Terra,MODIS,100,6.2,283.5,49.9,N,0,2011,1
19.4081,-155.2819,327.2,1.2,1.1,2011-02-13,1218,Aqua,MODIS,100,6.2,284.5,35.4,N,2,2011,1
19.4064,-155.2712,315.2,1.2,1.1,2011-02-13,1218,Aqua,MODIS,91,6.2,283.4,20.6,N,2,2011,1
19.4037,-155.2794,333.2,1.0,1.0,2011-02-14,836,Terra,MODIS,100,6.2,288.1,36.6,N,2,2011,1
19.4023,-155.2889,313.3,1.0,1.0,2011-02-14,836,Terra,MODIS,87,6.2,286.4,14.9,N,2,2011,1
19.4081,-155.2795,361.2,1.0,1.0,2011-02-15,1206,Aqua,MODIS,100,6.2,280.5,94.7,N,2,2011,1
19.4067,-155.27,319.5,1.0,1.0,2011-02-15,1206,Aqua,MODIS,99,6.2,278.2,21.1,N,2,2011,1
19.4106,-155.271,311.4,1.4,1.2,2011-02-16,823,Terra,MODIS,75,6.2,282.2,20.2,N,2,2011,1
19.4085,-155.2839,364.9,1.4,1.2,2011-02-16,823,Terra,MODIS,100,6.2,285.7,164.0,N,2,2011,1
19.3982,-155.2818,307.9,1.4,1.2,2011-02-16,823,Terra,MODIS,57,6.2,282.1,17.2,N,2,2011,1
19.4078,-155.2818,311.3,1.4,1.2,2011-02-19,854,Terra,MODIS,82,6.2,287.1,20.8,N,2,2011,1
19.4047,-155.2784,334.2,1.0,1.0,2011-02-21,842,Terra,MODIS,100,6.2,286.3,38.3,N,2,2011,1
19.4033,-155.288,323.3,1.0,1.0,2011-02-21,842,Terra,MODIS,100,6.2,285.4,24.6,N,2,2011,1
19.3985,-155.2869,325.3,1.0,1.0,2011-02-23,2348,Aqua,MODIS,68,6.2,277.9,21.2,D,0,2011,1
19.4027,-155.2854,351.9,1.1,1.1,2011-02-25,2336,Aqua,MODIS,84,6.2,287.5,75.6,D,2,2011,1
19.4043,-155.2749,329.6,1.1,1.1,2011-02-25,2336,Aqua,MODIS,68,6.2,291.4,30.9,D,2,2011,1
19.4092,-155.2804,326.6,1.7,1.3,2011-02-26,1147,Aqua,MODIS,100,6.2,280.8,60.9,N,2,2011,1
19.4073,-155.2641,308.8,1.7,1.3,2011-02-26,1147,Aqua,MODIS,63,6.2,280.6,25.3,N,2,2011,1
19.4067,-155.2777,347.1,1.1,1.1,2011-02-26,2111,Terra,MODIS,89,6.2,293.3,64.2,D,2,2011,1
19.3971,-155.281,313.7,1.8,1.3,2011-03-01,7,Aqua,MODIS,31,6.2,289.6,13.9,D,2,2011,1
19.4086,-155.2775,345.6,1.2,1.1,2011-03-01,1218,Aqua,MODIS,100,6.2,288.8,70.1,N,2,2011,1
19.4111,-155.2704,313.3,1.2,1.1,2011-03-01,1218,Aqua,MODIS,87,6.2,284.9,17.6,N,2,2011,1
19.4129,-155.2813,328.5,1.2,1.1,2011-03-01,1218,Aqua,MODIS,100,6.2,286.8,36.3,N,0,2011,1
19.4009,-155.2883,333.0,1.0,1.0,2011-03-02,836,Terra,MODIS,100,6.2,286.7,35.1,N,2,2011,1
19.4113,-155.2803,307.2,1.0,1.0,2011-03-02,836,Terra,MODIS,71,6.2,285.8,10.0,N,2,2011,1
19.4023,-155.2788,373.0,1.0,1.0,2011-03-02,836,Terra,MODIS,100,6.2,291.4,131.0,N,2,2011,1
19.3993,-155.2697,328.1,1.4,1.2,2011-03-02,2047,Terra,MODIS,43,6.2,299.6,29.7,D,2,2011,1
19.4041,-155.2775,322.6,1.0,1.0,2011-03-16,2059,Terra,MODIS,66,6.2,305.8,11.8,D,2,2011,1
19.4085,-155.2813,323.0,1.0,1.0,2011-03-26,1212,Aqua,MODIS,100,6.2,283.7,24.8,N,2,2011,1
19.4071,-155.2718,307.5,1.0,1.0,2011-03-26,1212,Aqua,MODIS,72,6.2,282.9,11.3,N,2,2011,1
19.4052,-155.2746,313.3,1.0,1.0,2011-04-04,1205,Aqua,MODIS,87,6.2,283.7,15.6,N,2,2011,1
19.4066,-155.2841,306.3,1.0,1.0,2011-04-04,1205,Aqua,MODIS,68,6.2,283.1,10.6,N,2,2011,1
19.404,-155.2795,323.4,1.1,1.1,2011-04-10,2053,Terra,MODIS,69,6.2,296.0,16.1,D,2,2011,1
19.4066,-155.2798,329.7,1.1,1.1,2011-04-13,1159,Aqua,MODIS,100,6.2,285.3,37.6,N,2,2011,1
19.4052,-155.2692,302.2,1.1,1.1,2011-04-13,1159,Aqua,MODIS,47,6.2,283.2,9.0,N,2,2011,1
19.4144,-155.2643,313.1,1.1,1.1,2011-04-14,2336,Aqua,MODIS,0,6.2,298.8,11.6,D,0,2011,1
19.4051,-155.2793,322.5,1.0,1.0,2011-04-20,1205,Aqua,MODIS,100,6.2,284.2,23.9,N,2,2011,1
19.4016,-155.2725,303.4,1.4,1.2,2011-04-22,1153,Aqua,MODIS,45,6.2,284.3,11.4,N,2,2011,1
19.412,-155.2712,306.2,1.4,1.2,2011-04-22,1153,Aqua,MODIS,67,6.2,284.8,14.4,N,2,2011,1
19.4136,-155.2839,301.8,1.4,1.2,2011-04-22,1153,Aqua,MODIS,44,6.2,284.2,10.6,N,0,2011,1
19.4053,-155.2804,314.3,1.0,1.0,2011-04-24,2105,Terra,MODIS,57,6.2,291.8,7.9,D,2,2011,1
19.4029,-155.2896,310.1,1.0,1.0,2011-04-26,842,Terra,MODIS,79,6.2,285.6,12.0,N,2,2011,1
19.4042,-155.28,336.5,1.0,1.0,2011-04-26,842,Terra,MODIS,100,6.2,287.8,41.2,N,2,2011,1
19.404,-155.2817,336.4,1.1,1.1,2011-04-26,2053,Terra,MODIS,73,6.2,298.5,35.3,D,2,2011,1
19.4091,-155.2792,310.9,1.0,1.0,2011-04-27,1211,Aqua,MODIS,73,6.2,284.3,13.3,N,2,2011,1
19.3985,-155.284,331.0,1.0,1.0,2011-04-28,2348,Aqua,MODIS,73,6.2,300.2,19.0,D,2,2011,1
19.409,-155.2782,337.7,1.0,1.0,2011-05-03,2059,Terra,MODIS,88,6.2,296.9,33.3,D,2,2011,1
19.4,-155.2796,332.2,1.0,1.0,2011-05-03,2059,Terra,MODIS,85,6.2,301.1,24.7,D,2,2011,1
19.4067,-155.2857,314.3,1.4,1.2,2011-05-05,2047,Terra,MODIS,56,6.2,295.4,10.4,D,0,2011,1
19.4099,-155.2883,307.9,1.1,1.1,2011-05-14,830,Terra,MODIS,73,6.2,284.7,12.5,N,0,2011,1
19.4005,-155.2867,326.7,1.1,1.1,2011-05-14,830,Terra,MODIS,100,6.2,285.6,31.5,N,2,2011,1
19.4115,-155.2779,308.4,1.1,1.1,2011-05-14,830,Terra,MODIS,74,6.2,284.7,12.9,N,2,2011,1
19.4021,-155.2762,333.1,1.1,1.1,2011-05-14,830,Terra,MODIS,100,6.2,286.1,41.3,N,2,2011,1
19.4084,-155.2726,327.7,1.1,1.1,2011-05-17,2111,Terra,MODIS,23,6.2,305.5,24.6,D,2,2011,1
19.4055,-155.2832,327.7,1.1,1.1,2011-05-19,848,Terra,MODIS,100,6.2,286.2,34.9,N,2,2011,1
19.4058,-155.276,320.4,1.0,1.0,2011-05-19,2059,Terra,MODIS,60,6.2,291.4,11.2,D,2,2011,1
19.4062,-155.2764,331.6,1.1,1.1,2011-05-20,1217,Aqua,MODIS,100,6.2,285.5,41.3,N,2,2011,1
19.408,-155.2871,305.2,1.1,1.1,2011-05-20,1217,Aqua,MODIS,63,6.2,283.6,11.0,N,0,2011,1
19.4082,-155.2801,347.8,1.0,1.0,2011-05-21,836,Terra,MODIS,100,6.2,287.5,61.0,N,2,2011,1
19.4069,-155.2895,322.2,1.0,1.0,2011-05-21,836,Terra,MODIS,100,6.2,285.7,22.5,N,0,2011,1
19.4015,-155.2845,346.7,1.1,1.1,2011-05-21,2354,Aqua,MODIS,94,6.2,311.2,50.7,D,2,2011,1
19.4084,-155.2732,314.6,1.0,1.0,2011-05-22,1205,Aqua,MODIS,90,6.2,284.8,16.1,N,2,2011,1
19.4098,-155.2827,314.4,1.0,1.0,2011-05-22,1205,Aqua,MODIS,89,6.2,285.8,15.8,N,2,2011,1
19.4073,-155.282,303.7,1.4,1.2,2011-05-23,824,Terra,MODIS,57,6.2,285.6,12.9,N,2,2011,1
19.3972,-155.2828,327.7,1.0,1.0,2011-05-23,2342,Aqua,MODIS,81,6.2,306.7,13.2,D,2,2011,1
19.4062,-155.2843,346.4,1.0,1.0,2011-05-23,2342,Aqua,MODIS,93,6.2,304.6,44.1,D,2,2011,1
19.3989,-155.2786,347.4,1.4,1.2,2011-05-25,2329,Aqua,MODIS,94,6.2,302.1,79.8,D,2,2011,1
19.3968,-155.2914,327.2,1.4,1.2,2011-05-25,2329,Aqua,MODIS,80,6.2,302.8,27.5,D,0,2011,1
19.4086,-155.2926,311.1,1.4,1.2,2011-05-26,854,Terra,MODIS,82,6.2,285.0,19.4,N,0,2011,1
